Row	Empty	ACE_BATCH_mu=0.3_S	FRU_BATCH_mu=0.65_S	FUM_BATCH_mu=0.42_S	GAL_BATCH_mu=0.26_S	GAM_BATCH_mu=0.46_S	GLC_BATCH_mu=0.58_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	PYR_BATCH_mu=0.40_S	SUCC_BATCH_mu=0.44_S	XYL_BATCH_mu=0.55_S	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.40_V	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.41_P	GLC_CHEM_mu=0.46_P	GLC_CHEM_mu=0.51_P
P0A7E5		8.52716271227281E-07	1.55735023091481E-06	1.32106152958853E-06	1.08343732371309E-06	1.21661460203221E-06	1.70123736215053E-06	1.43993426685374E-06	1.10917976849892E-06	1.26144600313854E-06	1.45586784471892E-06	1.39790431944567E-06	7.01822669973732E-07	8.47857044950687E-07	9.44704074543793E-07	1.32308119730322E-06	2.14199456940904E-06	2.61021622577887E-06	3.35036371030804E-06	3.76559907928857E-06	4.19074736243406E-06	3.40711251945734E-06	3.4456092511351E-06	4.13987043643408E-06	4.3959632380176E-06	4.8894065277825E-06	5.3123665334288E-06	5.83827750444509E-06	6.3873072534858E-06
P0AEY3		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AE70		3.52891868198277E-07	NaN	2.73289601713661E-07	1.61659486347574E-07	4.00115745337308E-07	4.0292696973104E-07	1.36834353926654E-07	NaN	5.34753915805857E-07	1.27670751433835E-07	NaN	4.49060573285834E-07	8.86878741914919E-08	4.10207626136298E-07	1.91737343027824E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AE72		NaN	NaN	6.51972511228458E-08	NaN	5.60427084382596E-08	5.29062016453491E-08	NaN	NaN	NaN	5.13140462912343E-08	NaN	5.85293622883755E-08	NaN	NaN	5.7483790743854E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AG20		1.14356217921413E-07	1.23792428572445E-07	1.05036713902561E-07	1.07036795115485E-07	1.36323216070859E-07	1.13927286195444E-07	1.12684872602644E-07	1.20880829168803E-07	1.61967959970255E-07	9.35979126384012E-08	1.27944641097017E-07	2.52073515955094E-07	2.35291397814089E-07	1.93331179177245E-07	1.86537052163265E-07	6.86255448637485E-07	7.75018801870842E-07	6.43333033496865E-07	4.81908522628039E-07	3.94252195342037E-07	2.79289722479789E-07	3.13429155758286E-07	2.73776377546347E-07	2.7261335207453E-07	2.49432615404478E-07	2.1594329134531E-07	1.99557020510265E-07	1.98551987902226E-07
P55135		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.41535270618305E-08	NaN	NaN	NaN	NaN	NaN	NaN
P0AEC5		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AES2		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P65367		3.90018805602646E-07	6.08082280971759E-08	2.07775378236526E-07	1.91395724258832E-07	2.33792971151109E-07	2.77412055981658E-07	2.56323776515621E-07	1.35442947346818E-07	2.36017931976042E-07	6.38743829736953E-08	1.3600656026397E-07	4.04382277276563E-07	4.69542539602473E-07	4.52580721583344E-07	2.63269401538887E-07	4.38100486729535E-06	4.5422281007192E-06	3.7162357859088E-06	2.9347761057988E-06	2.91731528744734E-06	1.18463894875495E-06	1.38476248543713E-06	9.80002758359444E-07	9.90590096144115E-07	1.20799037177789E-06	7.5937869136497E-07	NaN	NaN
P0AA41		NaN	NaN	8.05109779894395E-08	NaN	NaN	8.88207598285784E-08	NaN	NaN	NaN	8.54063887150571E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q46919		1.70057563019542E-07	1.64948906129969E-07	1.73562174745443E-07	1.30739263465883E-07	1.30983986137399E-07	2.43570513736977E-07	1.67445298683055E-07	1.88487940657568E-07	1.5651334121147E-07	2.24096690188629E-07	2.05046888163516E-07	7.33338480436704E-08	7.42694418352101E-08	1.04748136988344E-07	1.06231841078538E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A8U0		9.10124099011055E-08	1.26291396850411E-07	1.31484094713561E-07	NaN	1.19306821390839E-07	1.36482408330249E-07	1.16096677777859E-07	5.68380057681128E-08	1.20223017882731E-07	NaN	NaN	7.82863325449944E-08	8.7429890160407E-08	8.77863189692144E-08	9.65982087215301E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q46920		6.16959124810379E-08	1.20749467199955E-07	1.0458106614327E-07	7.10846361094542E-08	1.10798624050829E-07	1.0432408415533E-07	1.21147674266306E-07	7.02183813714714E-08	1.03094307315477E-07	9.62894133560714E-08	8.22604324842817E-08	7.34397835410249E-08	8.62444821311153E-08	7.85191699402216E-08	1.0434252677163E-07	3.50071796170332E-07	3.7920670633026E-07	3.00104670455636E-07	2.85008862082616E-07	2.94569540718862E-07	NaN	NaN	7.0880443375256E-07	5.56179714539861E-07	NaN	NaN	5.85226751089476E-07	5.64894571233351E-07
P0ADR8		3.99360704407399E-07	3.55771483818199E-07	4.85443160593805E-07	4.49618292521907E-07	4.18841461830557E-07	3.52200092533908E-07	4.39779781048849E-07	3.98914360402694E-07	3.23754770240034E-07	4.34813891302462E-07	4.70603259112555E-07	5.10317774631089E-07	5.02758156423237E-07	4.99042265131416E-07	4.62002819326946E-07	1.62883772344885E-07	1.32843113682575E-07	1.31534810290247E-07	1.24389460993684E-07	1.21974131654001E-07	4.32323324466034E-07	4.21401760522999E-07	3.75429140009635E-07	3.51328441832709E-07	3.49438024661339E-07	3.48504132976484E-07	2.98337749873482E-07	NaN
P0AAD6		1.23763750675614E-07	1.18216499353582E-07	1.38695215773638E-07	1.55785099378887E-07	1.27584548374009E-07	1.16992514890904E-07	1.27551956606375E-07	1.36758112470225E-07	6.74279440661556E-08	1.37598098283793E-07	1.35375313796759E-07	1.32260468447125E-07	1.26983811137791E-07	1.26951555136994E-07	1.3292542044446E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P30744		NaN	5.82412606823944E-08	NaN	NaN	NaN	6.64251004582766E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P38506		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A9S1		4.61778590332364E-07	8.49479216666447E-08	2.52547723279866E-07	4.3092499135411E-07	2.26494743184509E-07	7.32642812469921E-08	1.58620350101353E-07	2.56819345982412E-07	2.04940694472118E-07	2.59398257572564E-07	9.59494630160883E-08	6.54548954279276E-07	4.70703755631167E-07	3.21897147154131E-07	1.6936486866087E-07	1.77114087704518E-06	2.12025660535189E-06	1.01952057815252E-06	3.29944051672972E-07	1.7702351285428E-07	4.76718397064317E-07	2.04595863174452E-06	6.96945129639035E-07	NaN	NaN	NaN	NaN	NaN
P0AB87		NaN	NaN	NaN	NaN	NaN	NaN	5.57325046498866E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P69922		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.11247819735613E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AEN8		3.94591304080851E-07	5.43279103586678E-07	5.53156379778821E-07	8.17086243249159E-07	6.19331466418286E-07	4.70344282946228E-07	8.16126670348442E-07	9.41372322897828E-07	1.02371721288022E-06	6.66868061873768E-07	6.25853818819789E-07	7.4406444954385E-07	8.92539670054802E-07	8.35699758250278E-07	7.85973457756106E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.41549974614418E-06	2.26663910703279E-06	2.25910325852993E-06	1.94706997658404E-06	1.63798325035796E-06	1.43273518081342E-06
P0ACK8		NaN	NaN	9.01192024788288E-08	NaN	6.68171976205296E-08	NaN	6.45383928674816E-08	NaN	5.45260598433479E-08	NaN	NaN	NaN	NaN	9.34053143080607E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ADR6		1.32449309985888E-07	1.66223889945257E-07	1.31860499384279E-07	1.4865842061455E-07	1.33039013485889E-07	2.15841710798273E-07	1.59173100660466E-07	1.5936370430154E-07	1.8175353281116E-07	1.20785970612548E-07	1.22407707798908E-07	1.36259533472259E-07	1.38547587423534E-07	1.42781187528147E-07	1.35450741547754E-07	2.49533712406019E-07	2.6020141698962E-07	2.58993752319778E-07	2.48728602626125E-07	2.43998582669245E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A9F6		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P65292		2.71969584125631E-06	1.61100154986217E-06	4.36924598538211E-06	4.50312745244949E-06	4.00661191848495E-06	2.56247803515024E-06	3.34128182801817E-06	3.0718635813608E-06	3.64044476400399E-06	2.52626597795933E-06	1.16897827920823E-06	1.04958772068917E-05	6.25609973858925E-06	3.71174478291782E-06	2.1191559394725E-06	8.93878165063876E-06	NaN	NaN	NaN	NaN	2.23978485711954E-05	2.13618594794911E-05	1.76845096664904E-05	1.13879260429756E-05	8.36032124471068E-06	6.19957473863063E-06	4.33209362402469E-06	3.61192620900896E-06
Q46925		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AGF2		2.814164972495E-07	3.25477868366936E-07	2.56311769987049E-07	3.46793751628154E-07	3.85557701130248E-07	3.46707486201002E-07	3.28943763764618E-07	2.86686936538627E-07	2.74280774265523E-07	2.90506544852883E-07	4.35650240442408E-07	2.5040503187176E-07	2.50121094180533E-07	2.08951147563217E-07	2.60033249310223E-07	2.70365927960787E-07	2.65736546726394E-07	2.46665508815145E-07	2.38362814209984E-07	2.32072894054559E-07	3.91952426657679E-07	3.59265636672204E-07	3.69758695633679E-07	4.09782333456546E-07	3.42411384194078E-07	3.82642144463817E-07	2.60595816360036E-07	3.4108020867552E-07
Q46927		8.82995399905918E-08	NaN	1.29720935992827E-07	5.53740663094788E-08	1.21938024631429E-07	8.46038556117019E-08	7.43926011109807E-08	NaN	9.23863472428818E-08	6.25286326148602E-08	NaN	6.82754280449918E-08	NaN	8.18318612220788E-08	5.57441250949186E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
